layers,z_A,z_from_central_gap_A,planar_LVHAR_eV,macro_LVHAR_eV,planar_density_e_per_A3,lower_vacuum_eV,upper_vacuum_eV,macro_inside_slab
2,2.98772094031,-17.7739253453,4.58080699752,5.22703788626,6.21473833026e-07,4.58083283089,7.43051484931,0
2,3.05267139554,-17.7089748901,4.58076101312,5.19524572828,6.48795296348e-07,4.58083283089,7.43051484931,0
2,3.11762185076,-17.6440244348,4.5807856312,5.15921405346,6.75609230916e-07,4.58083283089,7.43051484931,0
2,3.18257230598,-17.5790739796,4.58073850635,5.11788679587,7.01943162718e-07,4.58083283089,7.43051484931,0
2,3.24752276121,-17.5141235244,4.58076224628,5.07040760636,7.28710914777e-07,4.58083283089,7.43051484931,0
2,3.31247321643,-17.4491730692,4.58071383821,5.01620966531,7.57282785445e-07,4.58083283089,7.43051484931,0
2,3.37742367166,-17.3842226139,4.58073657963,4.95504871987,7.88858642484e-07,4.58083283089,7.43051484931,0
2,3.44237412688,-17.3192721587,4.58068677975,4.88698742924,8.2393466591e-07,4.58083283089,7.43051484931,0
2,3.50732458211,-17.2543217035,4.58070849249,4.81235753709,8.62094800926e-07,4.58083283089,7.43051484931,0
2,3.57227503733,-17.1893712483,4.58065720941,4.73171097877,9.02283861878e-07,4.58083283089,7.43051484931,0
2,3.63722549255,-17.1244207931,4.58067784828,4.64577285585,9.43450230253e-07,4.58083283089,7.43051484931,0
2,3.70217594778,-17.0594703378,4.58062494858,4.55546012082,9.85208065237e-07,4.58083283089,7.43051484931,0
2,3.767126403,-16.9945198826,4.58064434213,4.46186770103,1.02811008867e-06,4.58083283089,7.43051484931,0
2,3.83207685823,-16.9295694274,4.58058961852,4.3660101865,1.07343347054e-06,4.58083283089,7.43051484931,0
2,3.89702731345,-16.8646189722,4.58060769086,4.26871338845,1.12267120658e-06,4.58083283089,7.43051484931,0
2,3.96197776867,-16.7996685169,4.58055098849,4.17049748236,1.17702644296e-06,4.58083283089,7.43051484931,0
2,4.0269282239,-16.7347180617,4.58056761811,4.07163242231,1.23706472651e-06,4.58083283089,7.43051484931,0
2,4.09187867912,-16.6697676065,4.580508778,3.97231628779,1.30264415991e-06,4.58083283089,7.43051484931,0
2,4.15682913435,-16.6048171513,4.58052377781,3.87264679571,1.37319878905e-06,4.58083283089,7.43051484931,0
2,4.22177958957,-16.539866696,4.58046252214,3.77263627208,1.44833083828e-06,4.58083283089,7.43051484931,0
2,4.2867300448,-16.4749162408,4.5804757431,3.67221264024,1.52837782722e-06,4.58083283089,7.43051484931,0
2,4.35168050002,-16.4099657856,4.58041182502,3.57123115386,1.61460890113e-06,4.58083283089,7.43051484931,0
2,4.41663095524,-16.3450153304,4.58042306149,3.46946243938,1.7089813637e-06,4.58083283089,7.43051484931,0
2,4.48158141047,-16.2800648751,4.58035638093,3.36659327763,1.81375294872e-06,4.58083283089,7.43051484931,0
2,4.54653186569,-16.2151144199,4.58036566228,3.26222075257,1.9311953574e-06,4.58083283089,7.43051484931,0
2,4.61148232092,-16.1501639647,4.58029575325,3.15590145142,2.06343605314e-06,4.58083283089,7.43051484931,0
2,4.67643277614,-16.0852135095,4.58030248253,3.04724253672,2.21234329321e-06,4.58083283089,7.43051484931,0
2,4.74138323136,-16.0202630542,4.58022884536,2.93608739246,2.37956478984e-06,4.58083283089,7.43051484931,0
2,4.80633368659,-15.955312599,4.58023257881,2.8227023371,2.56684953668e-06,4.58083283089,7.43051484931,0
2,4.87128414181,-15.8903621438,4.58015466928,2.70785814642,2.77659898751e-06,4.58083283089,7.43051484931,0
2,4.93623459704,-15.8254116886,4.5801550897,2.59247712903,3.01237907062e-06,4.58083283089,7.43051484931,0
2,5.00118505226,-15.7604612333,4.58007234883,2.47745390709,3.279282696e-06,4.58083283089,7.43051484931,0
2,5.06613550749,-15.6955107781,4.5800686177,2.36373689663,3.58417563637e-06,4.58083283089,7.43051484931,0
2,5.13108596271,-15.6305603229,4.57998002056,2.25229377476,3.93578284128e-06,4.58083283089,7.43051484931,0
2,5.19603641793,-15.5656098677,4.57997122417,2.14409329263,4.34433533141e-06,4.58083283089,7.43051484931,0
2,5.26098687316,-15.5006594124,4.57987566902,2.04006430413,4.82075342721e-06,4.58083283089,7.43051484931,0
2,5.32593732838,-15.4357089572,4.57986063316,1.94106935828,5.37589814594e-06,4.58083283089,7.43051484931,0
2,5.39088778361,-15.370758502,4.57975656968,1.84786234245,6.02074434666e-06,4.58083283089,7.43051484931,0
2,5.45583823883,-15.3058080468,4.57973366226,1.7610552985,6.76786015463e-06,4.58083283089,7.43051484931,0
2,5.52078869405,-15.2408575916,4.57961908273,1.68107631779,7.63388621042e-06,4.58083283089,7.43051484931,0
2,5.58573914928,-15.1759071363,4.57958608248,1.6081406058,8.64222076345e-06,4.58083283089,7.43051484931,0
2,5.6506896045,-15.1109566811,4.57945821803,1.54222595808,9.82501033185e-06,4.58083283089,7.43051484931,0
2,5.71564005973,-15.0460062259,4.57941205481,1.48307376127,1.12235026004e-05,4.58083283089,7.43051484931,0
2,5.78059051495,-14.9810557707,4.57926717743,1.4302068061,1.28863424088e-05,4.58083283089,7.43051484931,0
2,5.84554097018,-14.9161053154,4.57920363875,1.3830369364,1.48666835712e-05,4.58083283089,7.43051484931,0
2,5.9104914254,-14.8511548602,4.57903652364,1.34133013497,1.72205423392e-05,4.58083283089,7.43051484931,0
2,5.97544188062,-14.786204405,4.57894962001,1.30519313898,2.00090180291e-05,4.58083283089,7.43051484931,0
2,6.04039233585,-14.7212539498,4.5787529453,1.27451630315,2.33054182553e-05,4.58083283089,7.43051484931,0
2,6.10534279107,-14.6563034945,4.57863417494,1.24883736953,2.72057670987e-05,4.58083283089,7.43051484931,0
2,6.1702932463,-14.5913530393,4.57839766019,1.22748802192,3.18393138534e-05,4.58083283089,7.43051484931,0
2,6.23524370152,-14.5264025841,4.57823509351,1.20956726066,3.73751432126e-05,4.58083283089,7.43051484931,0
2,6.30019415674,-14.4614521289,4.57794427436,1.19396588125,4.40223799091e-05,4.58083283089,7.43051484931,0
2,6.36514461197,-14.3965016736,4.57772093491,1.17941461828,5.20248645712e-05,4.58083283089,7.43051484931,0
2,6.43009506719,-14.3315512184,4.57735515337,1.16494110306,6.16558603563e-05,4.58083283089,7.43051484931,0
2,6.49504552242,-14.2666007632,4.57704650313,1.15011824511,7.3221308177e-05,4.58083283089,7.43051484931,0
2,6.55999597764,-14.201650308,4.57657588509,1.1343318271,8.70785648798e-05,4.58083283089,7.43051484931,0
2,6.62494643287,-14.1366998527,4.57614641184,1.11658541589,0.000103671082696,4.58083283089,7.43051484931,0
2,6.68989688809,-14.0717493975,4.57552796884,1.09570627008,0.000123571633915,4.58083283089,7.43051484931,0
2,6.75484734331,-14.0067989423,4.57492658593,1.07056988294,0.000147521622914,4.58083283089,7.43051484931,0
2,6.81979779854,-13.9418484871,4.57409859409,1.04027400784,0.000176455112099,4.58083283089,7.43051484931,0
2,6.88474825376,-13.8768980318,4.57325148318,1.00422693332,0.000211504431684,4.58083283089,7.43051484931,0
2,6.94969870899,-13.8119475766,4.57212420011,0.962177596943,0.000253998156953,4.58083283089,7.43051484931,0
2,7.01464916421,-13.7469971214,4.57092329208,0.914197323699,0.000305475392635,4.58083283089,7.43051484931,0
2,7.07959961943,-13.6820466662,4.56936510221,0.860640895584,0.000367743849799,4.58083283089,7.43051484931,0
2,7.14455007466,-13.6170962109,4.56765168529,0.802093599414,0.000442997351483,4.58083283089,7.43051484931,0
2,7.20950052988,-13.5521457557,4.56546984877,0.739321070552,0.00053398511789,4.58083283089,7.43051484931,0
2,7.27445098511,-13.4871953005,4.5630117355,0.673220469773,0.000644202180966,4.58083283089,7.43051484931,0
2,7.33940144033,-13.4222448453,4.55992444201,0.604779766993,0.00077806150292,4.58083283089,7.43051484931,0
2,7.40435189556,-13.3572943901,4.55638111126,0.53503371902,0.000941022788006,4.58083283089,7.43051484931,0
2,7.46930235078,-13.2923439348,4.55197354435,0.465024883379,0.00113969106194,4.58083283089,7.43051484931,0
2,7.534252806,-13.2273934796,4.54684131768,0.395760902731,0.00138194663423,4.58083283089,7.43051484931,0
2,7.59920326123,-13.1624430244,4.54049818571,0.328180788028,0.00167720161643,4.58083283089,7.43051484931,0
2,7.66415371645,-13.0974925692,4.53302856591,0.263132353581,0.0020368700371,4.58083283089,7.43051484931,0
2,7.72910417168,-13.0325421139,4.52383586481,0.201430607481,0.00247508149575,4.58083283089,7.43051484931,0
2,7.7940546269,-12.9675916587,4.51291728634,0.14370974415,0.00300958421949,4.58083283089,7.43051484931,0
2,7.85900508212,-12.9026412035,4.49951778559,0.0902001115845,0.00366271676753,4.58083283089,7.43051484931,0
2,7.92395553735,-12.8376907483,4.48349678931,0.0406477828014,0.00446232383131,4.58083283089,7.43051484931,0
2,7.98890599257,-12.772740293,4.46386638423,-0.00578523148855,0.00544257639465,4.58083283089,7.43051484931,0
2,8.0538564478,-12.7077898378,4.44026849428,-0.0503199865845,0.00664481492865,4.58083283089,7.43051484931,0
2,8.11880690302,-12.6428393826,4.41136986749,-0.0944542102586,0.0081186994493,4.58083283089,7.43051484931,0
2,8.18375735825,-12.5778889274,4.37647614437,-0.139884686976,0.00992401685392,4.58083283089,7.43051484931,0
2,8.24870781347,-12.5129384721,4.33374499804,-0.188325223365,0.0121333744947,4.58083283089,7.43051484931,0
2,8.31365826869,-12.4479880169,4.28197267779,-0.241245497504,0.014835689268,4.58083283089,7.43051484931,0
2,8.37860872392,-12.3830375617,4.21856793192,-0.299601898543,0.0181399626902,4.58083283089,7.43051484931,0
2,8.44355917914,-12.3180871065,4.14156012985,-0.363710303127,0.0221784914243,4.58083283089,7.43051484931,0
2,8.50850963437,-12.2531366512,4.04725191886,-0.433565034246,0.027108584984,4.58083283089,7.43051484931,0
2,8.57346008959,-12.188186196,3.93252465402,-0.509003901398,0.033112149157,4.58083283089,7.43051484931,0
2,8.63841054481,-12.1232357408,3.7920678816,-0.589625471759,0.0403930648695,4.58083283089,7.43051484931,0
2,8.70336100004,-12.0582852856,3.62108004904,-0.674840867128,0.0491728265006,4.58083283089,7.43051484931,0
2,8.76831145526,-11.9933348303,3.41205770208,-0.763897760484,0.0596849201664,4.58083283089,7.43051484931,0
2,8.83326191049,-11.9283843751,3.15749106341,-0.855937336249,0.0721675413503,4.58083283089,7.43051484931,0
2,8.89821236571,-11.8634339199,2.85191399124,-0.950018509509,0.086852532841,4.58083283089,7.43051484931,0
2,8.96316282094,-11.7984834647,2.52073301185,-1.04516812895,0.103944415889,4.58083283089,7.43051484931,0
2,9.02811327616,-11.7335330094,2.10687512433,-1.14040207806,0.12350963836,4.58083283089,7.43051484931,0
2,9.09306373138,-11.6685825542,1.5241253312,-1.23477434992,0.145277556302,4.58083283089,7.43051484931,0
2,9.15801418661,-11.603632099,0.734933311385,-1.32739544584,0.168621574099,4.58083283089,7.43051484931,0
2,9.22296464183,-11.5386816438,-0.256719993365,-1.4174584653,0.19263002223,4.58083283089,7.43051484931,0
2,9.28791509706,-11.4737311885,-1.41142195775,-1.504167609,0.216218171188,4.58083283089,7.43051484931,0
2,9.35286555228,-11.4087807333,-2.67425382392,-1.58704378198,0.238273685007,4.58083283089,7.43051484931,0
2,9.41781600751,-11.3438302781,-3.98347383183,-1.66617894374,0.257826542181,4.58083283089,7.43051484931,0
2,9.48276646273,-11.2788798229,-5.28128403381,-1.74208968086,0.274224791047,4.58083283089,7.43051484931,0
2,9.54771691795,-11.2139293677,-6.51678185204,-1.81552288894,0.287282986973,4.58083283089,7.43051484931,0
2,9.61266737318,-11.1489789124,-7.64847079302,-1.88728108383,0.297363786754,4.58083283089,7.43051484931,0
2,9.6776178284,-11.0840284572,-8.64576860994,-1.95812667015,0.305349592196,4.58083283089,7.43051484931,0
2,9.74256828363,-11.019078002,-9.47336209922,-2.02871847136,0.312491783453,4.58083283089,7.43051484931,0
2,9.80751873885,-10.9541275468,-10.0883651536,-2.09958623408,0.320152684381,4.58083283089,7.43051484931,0
2,9.87246919407,-10.8891770915,-10.511616248,-2.17110836468,0.329495570516,4.58083283089,7.43051484931,0
2,9.9374196493,-10.8242266363,-10.7756918626,-2.24350894318,0.341198154271,4.58083283089,7.43051484931,0
2,10.0023701045,-10.7592761811,-10.9426313696,-2.31684835749,0.355280689388,4.58083283089,7.43051484931,0
2,10.0673205597,-10.6943257259,-11.0641176513,-2.39105594276,0.371490930836,4.58083283089,7.43051484931,0
2,10.132271015,-10.6293752706,-11.1464426673,-2.46578418988,0.39004222309,4.58083283089,7.43051484931,0
2,10.1972214702,-10.5644248154,-11.2108212148,-2.54029773387,0.411678822085,4.58083283089,7.43051484931,0
2,10.2621719254,-10.4994743602,-11.2724727098,-2.61360082648,0.437525442148,4.58083283089,7.43051484931,0
2,10.3271223806,-10.434523905,-11.3477011185,-2.68452098811,0.468858364579,4.58083283089,7.43051484931,0
2,10.3920728359,-10.3695734497,-11.4493039397,-2.75197084953,0.506820739491,4.58083283089,7.43051484931,0
2,10.4570232911,-10.3046229945,-11.5935779268,-2.81499936528,0.552108734062,4.58083283089,7.43051484931,0
2,10.5219737463,-10.2396725393,-11.7957277261,-2.87275703674,0.604663476698,4.58083283089,7.43051484931,0
2,10.5869242015,-10.1747220841,-12.0741594269,-2.92453391329,0.663408539323,4.58083283089,7.43051484931,0
2,10.6518746568,-10.1097716288,-12.437378391,-2.96980881544,0.726087235324,4.58083283089,7.43051484931,0
