pilot,z_A,lvhar_potential_eV,mean_electron_density_e_per_A3
A1,1.9068426481481482,2.809809121515848,-2.1977621448164943e-06
A1,1.9749441712962963,2.8098400261562184,-2.092344795678775e-06
A1,2.043045694444445,2.809916616174713,-1.975442664619932e-06
A1,2.1111472175925927,2.8099511421875327,-1.843404851478493e-06
A1,2.179248740740741,2.8100307234064728,-1.6944954123610098e-06
A1,2.247350263888889,2.8100684059459193,-1.530060416129498e-06
A1,2.3154517870370372,2.8101504301074303,-1.3539803138359566e-06
A1,2.3835533101851856,2.810190761558769,-1.170392902379896e-06
A1,2.4516548333333334,2.810274647683896,-9.81168925998649e-07
A1,2.5197563564814818,2.810317049275063,-7.849290349810136e-07
A1,2.5878578796296297,2.810402148295536,-5.78065277374882e-07
A1,2.655959402777778,2.810446005629976,-3.568829169476615e-07
A1,2.724060925925926,2.810531582359375,-1.1971069619311098e-07
A1,2.7921624490740737,2.8105761235158484,1.3196329287119486e-07
A1,2.8602639722222225,2.8106613560062503,3.9406391044626494e-07
A1,2.928365495370371,2.8107057857894127,6.62167043975451e-07
A1,2.9964670185185187,2.8107897779580036,9.340776632579611e-07
A1,3.064568541666667,2.8108332396748095,1.210987263414547e-06
A1,3.132670064814815,2.810915063914955,1.4965282299260029e-06
A1,3.2007715879629632,2.810956649053826,1.7944836325931819e-06
A1,3.268873111111111,2.8110352826464284,2.1064794567242052e-06
A1,3.3369746342592594,2.8110739858679854,2.4308107429675584e-06
A1,3.4050761574074073,2.811148345781696,2.7631037257921216e-06
A1,3.473177680555556,2.811183133338967,3.0986307291310917e-06
A1,3.541279203703704,2.8112521226207896,3.4349399323138447e-06
A1,3.6093807268518523,2.811281936235044,3.7731012232993586e-06
A1,3.67748225,2.8113443666528375,4.116833983460818e-06
A1,3.7455837731481485,2.811368062742889,4.470144402496426e-06
A1,3.8136852962962964,2.8114227243929206,4.8347928514736704e-06
A1,3.8817868194444447,2.8114391624636808,5.208922731418715e-06
A1,3.9498883425925926,2.8114848063765945,5.587752305547845e-06
A1,4.0179898657407405,2.8114927932500327,5.966160812842676e-06
A1,4.08609138888889,2.8115281083237234,6.3416263082242525e-06
A1,4.154192912037037,2.811526414373438,6.7155737484912806e-06
A1,4.222294435185185,2.8115500866146994,7.092348378913949e-06
A1,4.290395958333334,2.8115374723932076,7.4766021805013075e-06
A1,4.358497481481482,2.811548206123725,7.870571748936936e-06
A1,4.4265990046296295,2.8115234828977362,8.27260566150793e-06
A1,4.494700527777778,2.8115199158261475,8.677877605798148e-06
A1,4.562802050925926,2.8114820512898606,9.08125783199159e-06
A1,4.6309035740740745,2.811462993754017,9.480805819635348e-06
A1,4.699005097222223,2.8114104284357135,9.879569680000721e-06
A1,4.767106620370371,2.8113742103819512,1.028443976977441e-05
A1,4.835208143518519,2.8113056820101714,1.0702853432666583e-05
A1,4.903309666666667,2.811250894543718,1.1139386079716182e-05
A1,4.971411189814814,2.811165087621492,1.1594131399040106e-05
A1,5.0395127129629635,2.811090331995854,1.206390174462806e-05
A1,5.107614236111112,2.8109859655053575,1.2546005861076859e-05
A1,5.175715759259259,2.810889466710363,1.3042792618358966e-05
A1,5.243817282407408,2.81076484033479,1.356423390987185e-05
A1,5.311918805555556,2.8106448018877237,1.4126728450715269e-05
A1,5.380020328703704,2.8104982709553576,1.474871049538528e-05
A1,5.448121851851852,2.8103527204064105,1.5445775138903814e-05
A1,5.516223375,2.8101823147491065,1.622850405126803e-05
A1,5.5843248981481475,2.8100087426609375,1.7104912415447105e-05
A1,5.652426421296297,2.8098119159912307,1.808706590702637e-05
A1,5.720527944444445,2.80960722495574,1.9198903261110718e-05
A1,5.7886294675925924,2.80938079514796,2.0481083437137485e-05
A1,5.856730990740742,2.809141071552997,2.1989947934317178e-05
A1,5.924832513888889,2.808880883845472,2.3791118753205586e-05
A1,5.992934037037037,2.8086008535345663,2.595192626550213e-05
A1,6.061035560185185,2.8083009633323663,2.8538577938140616e-05
A1,6.129137083333334,2.807973063153922,3.162246239769239e-05
A1,6.1972386064814815,2.807624886052934,3.529548734969061e-05
A1,6.26534012962963,2.807238410364159,3.968895745099612e-05
A1,6.333441652777778,2.806829716950447,4.498751598718073e-05
A1,6.4015431759259265,2.806369492056632,5.143163606730984e-05
A1,6.469644699074075,2.8058825579652114,5.930884468857954e-05
A1,6.537746222222222,2.8053263304811864,6.894215438204349e-05
A1,6.605847745370371,2.8047346628267222,8.068941471476325e-05
A1,6.673949268518519,2.804049320315561,9.496544256096141e-05
A1,6.742050791666667,2.803313382911862,0.00011228899373703764
A1,6.810152314814815,2.8024499841257007,0.00013334316137908394
A1,6.878253837962963,2.801511345349713,0.00015902877894535187
A1,6.946355361111112,2.8003977266172186,0.00019049311652949164
A1,7.01445688425926,2.79916945860236,0.00022913197004177058
A1,7.082558407407408,2.797697814920823,0.00027658587566601933
A1,7.150659930555555,2.7960490450616717,0.00033476851992374635
A1,7.218761453703705,2.794057174894101,0.00040596470309020935
A1,7.286862976851852,2.7917908568076206,0.0004930112785392631
A1,7.3549645,2.789035645541836,0.0005995366454714092
A1,7.423066023148148,2.7858565756988534,0.0007302047196403435
A1,7.491167546296297,2.7819740508225443,0.0008909108947790723
A1,7.559269069444445,2.7774383419018815,0.0010889197212739273
A1,7.627370592592593,2.771879382098278,0.0013330036908250297
A1,7.695472115740741,2.765314325227041,0.001633704820278563
A1,7.763573638888889,2.7572458086536984,0.0020038529016950003
A1,7.831675162037038,2.7476299777024873,0.002459411638246799
A1,7.899776685185185,2.7357887794258287,0.0030206049594770834
A1,7.9678782083333335,2.721573507350224,0.003713164516317977
A1,8.035979731481481,2.704043164024841,0.0045695154858290035
A1,8.10408125462963,2.6828719740926976,0.0056298309228935955
A1,8.17218277777778,2.656727316396875,0.006943114263309519
A1,8.240284300925927,2.6249929478925376,0.008568708660189687
A1,8.308385824074074,2.585750388435268,0.010578717134756284
A1,8.376487347222222,2.537926154133834,0.013061612525929514
A1,8.44458887037037,2.4787248642981186,0.016126816378480867
A1,8.512690393518518,2.4063726773718117,0.019909408910262483
A1,8.580791916666668,2.3167462012868296,0.02457370169030492
A1,8.648893439814815,2.207021874184248,0.030314445084852704
A1,8.716994962962964,2.0710393741185196,0.03735503913638143
A1,8.785096486111112,1.9045078447323396,0.04594300150808565
A1,8.853198009259259,1.6981166752688348,0.05634347959938274
A1,8.921299532407408,1.4458736057082822,0.06883102286087198
A1,8.989401055555556,1.1343446180531427,0.08367782616758017
A1,9.057502578703705,0.788862126017908,0.10113344523554359
A1,9.125604101851852,0.3741174488749164,0.12133403104742492
A1,9.193705625,-0.21497598667043563,0.14405165741657466
A1,9.261807148148149,-1.0286211078440544,0.16862131230353442
A1,9.329908671296296,-2.068693784642548,0.19402115285782376
A1,9.398010194444446,-3.2903839319448274,0.2190100084641728
A1,9.466111717592593,-4.632138209014642,0.24231044154513134
A1,9.534213240740742,-6.0216922248954265,0.26282498232590934
A1,9.60231476388889,-7.395052086201625,0.2798602611927787
A1,9.670416287037037,-8.693102287729458,0.2933121228557698
A1,9.738517810185185,-9.87410702568094,0.3037543118006258
A1,9.806619333333334,-10.886277066054618,0.3123736769781179
A1,9.874720856481483,-11.681342693232665,0.32073740626262404
A1,9.942822379629629,-12.27963573293565,0.33042307877811294
A1,10.010923902777778,-12.715823230012058,0.3425978507665686
A1,10.079025425925927,-13.059784715260387,0.35773167794710464
A1,10.147126949074075,-13.345664890871005,0.3761281148825004
A1,10.215228472222224,-13.576098572489983,0.39848159929049926
A1,10.28332999537037,-13.770545929430702,0.4257564501295726
A1,10.351431518518519,-13.93719656470475,0.4589918672396154
A1,10.419533041666668,-14.087258202480788,0.4990948483191512
A1,10.487634564814815,-14.227226144980053,0.5466061596781484
A1,10.555736087962963,-14.371475995749226,0.601431147655475
A1,10.623837611111112,-14.536480287989434,0.6625504504338667
A1,10.69193913425926,-14.74674559161252,0.7277744689058937
A1,10.760040657407409,-15.017762851680027,0.7936248377048655
A1,10.828142180555558,-15.348609038041776,0.855441598816963
A1,10.896243703703703,-15.694532144791753,0.9077575490930954
A1,10.964345226851853,-15.965717533799921,0.9449347618156512
A1,11.03244675,-16.04788935442274,0.9619701245124803
A1,11.10054827314815,-15.934582090310295,0.9554148435095297
A1,11.168649796296295,-15.636319811435797,0.9241192106545574
A1,11.236751319444444,-15.142485272887537,0.8694853824941101
A1,11.304852842592593,-14.455595119753383,0.7952747534139436
A1,11.37295436574074,-13.582055257486273,0.7070336874249399
A1,11.44105588888889,-12.538285497744337,0.6112738733065877
A1,11.509157412037037,-11.347749696918457,0.5145847446530375
A1,11.577258935185185,-10.04369220219171,0.4228473365501623
A1,11.645360458333334,-8.667293432225234,0.3406635770635531
A1,11.713461981481483,-7.266949310991146,0.27103837286387855
A1,11.781563504629629,-5.894429532706099,0.21530513492573153
A1,11.849665027777778,-4.5996124678849855,0.17325315731951688
A1,11.917766550925926,-3.425459127338453,0.1434198322219544
A1,11.985868074074075,-2.404360050520701,0.12352095870807012
A1,12.053969597222224,-1.557821259743607,0.11098259404260877
A1,12.12207112037037,-0.896937795412678,0.10351450995813381
A1,12.190172643518519,-0.43589864207040524,0.09963284799464542
A1,12.258274166666668,-0.12611942029571363,0.0988172224275612
A1,12.326375689814816,0.08692189527241133,0.10083701036125174
A1,12.394477212962963,0.2380522933040348,0.10548734487862194
A1,12.46257873611111,0.3396452926349232,0.11264605490032083
A1,12.53068025925926,0.348620102866981,0.12229185047457995
A1,12.598781782407409,0.293716062049299,0.1344818120201784
A1,12.666883305555556,0.13643239030023782,0.1492517720166454
A1,12.734984828703704,-0.22120552029992102,0.16639257981368466
A1,12.803086351851853,-0.8230376033756112,0.18535521626221804
A1,12.871187875,-1.6622188918705787,0.20527020658753156
A1,12.93928939814815,-2.6890763578792183,0.22503684490736894
A1,13.007390921296295,-3.8357295439312726,0.24348424949053957
A1,13.075492444444444,-5.027343015567817,0.2595872676670166
A1,13.143593967592594,-6.19517546431901,0.27269245559226357
A1,13.211695490740741,-7.279519307911569,0.2826865213193065
A1,13.27979701388889,-8.23343560660523,0.290036715711293
A1,13.347898537037038,-9.02109587816656,0.2956663445915889
A1,13.416000060185185,-9.617268586037898,0.30068101523506996
A1,13.484101583333334,-10.005990594293392,0.3060235678037552
A1,13.552203106481484,-10.180752192502064,0.3121677837062035
A1,13.62030462962963,-10.144565583242741,0.3189559829478837
A1,13.688406152777779,-9.90887518255307,0.32563983378559064
A1,13.756507675925926,-9.490334558894888,0.33111467029148695
A1,13.824609199074075,-8.883771536799317,0.3342714469984685
A1,13.892710722222224,-8.140532773592051,0.33434939364863875
A1,13.96081224537037,-7.347672658569204,0.3311733035189364
A1,14.02891376851852,-6.616191482276361,0.32520939719677056
A1,14.097015291666667,-6.063824753852762,0.31782114904443187
A1,14.165116814814816,-5.7475548555608285,0.31180744155445084
A1,14.233218337962963,-5.732676476010508,0.31097397097585205
A1,14.30131986111111,-6.0564396209864855,0.3193370100619712
A1,14.36942138425926,-6.7210060929835995,0.3403403155682304
A1,14.43752290740741,-7.66445754506699,0.37620437325229356
A1,14.505624430555557,-8.7657056466725,0.42746662670607805
A1,14.573725953703704,-9.874288423391118,0.4927416579517204
A1,14.641827476851851,-10.948247204847975,0.5688116934714874
A1,14.709929,-11.95378029060929,0.6509170285524482
A1,14.77803052314815,-12.843371354481866,0.733111389227892
A1,14.846132046296296,-13.582585032366854,0.8088085167742494
A1,14.914233569444445,-14.145757288867786,0.8715159505685312
A1,14.982335092592594,-14.515311114406883,0.915665830353835
A1,15.050436615740741,-14.683589220136373,0.9373971923358159
A1,15.11853813888889,-14.648309039375707,0.9351286948120963
A1,15.186639662037036,-14.418397246729864,0.9097911150940631
A1,15.254741185185186,-14.006353957645816,0.8646652450528249
A1,15.322842708333335,-13.437260723777507,0.8048632895582082
A1,15.390944231481482,-12.703969895213959,0.7365699100555675
A1,15.45904575462963,-11.878621652830194,0.6661453564075291
A1,15.527147277777779,-11.098926550580245,0.5991818999012005
A1,15.595248800925926,-10.453279811769177,0.539883016908311
A1,15.663350324074075,-9.986864389575217,0.4907519323165821
A1,15.731451847222225,-9.70462186795321,0.45253339049585767
A1,15.79955337037037,-9.592599036181056,0.4243742566465589
A1,15.86765489351852,-9.622632366512901,0.4041885730945531
A1,15.935756416666667,-9.760917557412684,0.3892015859841952
A1,16.003857939814818,-9.970840424109728,0.37661666327711707
A1,16.071959462962962,-10.211685325360605,0.3643004093189986
A1,16.140060986111113,-10.456373181087557,0.351333630718225
A1,16.20816250925926,-10.648978628497405,0.33822248940957317
A1,16.276264032407408,-10.694036915325738,0.32611232910367416
A1,16.34436555555556,-10.535376603744165,0.31580795359369623
A1,16.412467078703703,-10.126517466094459,0.3074909584362592
A1,16.480568601851854,-9.494804710777485,0.3006522983997172
A1,16.548670125,-8.664214851528367,0.29421636014441854
A1,16.61677164814815,-7.653230056534431,0.28682763314389603
A1,16.684873171296296,-6.490163739451789,0.2772104471151663
A1,16.752974694444443,-5.21567046358352,0.2644892807577786
A1,16.821076217592594,-3.8801363568973146,0.24838115204219408
A1,16.88917774074074,-2.547774798056508,0.2292273541799979
A1,16.95727926388889,-1.2878462115543543,0.2078823400901218
A1,17.025380787037037,-0.17349459534942752,0.18551703721224982
A1,17.093482310185184,0.7372525420793387,0.16339652355595888
A1,17.161583833333335,1.4115328385777768,0.14267687876071916
A1,17.229685356481482,1.8685063562876885,0.12424599420608673
A1,17.29778687962963,2.1796173727583823,0.10861872840250077
A1,17.365888402777777,2.4397406433051607,0.09590687579222985
A1,17.43398992592593,2.636682642196608,0.08599316168116591
A1,17.502091449074076,2.7598043771050382,0.07873488146906357
A1,17.570192972222223,2.8167269362910266,0.07401629855100897
A1,17.63829449537037,2.8119577522463635,0.07177685804314483
A1,17.706396018518518,2.745273332171121,0.07203207579537649
A1,17.77449754166667,2.622248930746821,0.07488301119249959
A1,17.842599064814817,2.440550612096584,0.08050289845245849
A1,17.910700587962964,2.2015315885867666,0.08908722300325501
A1,17.97880211111111,1.8490575774206308,0.10088032057854546
A1,18.04690363425926,1.4355532342428794,0.11746501014525772
A1,18.11500515740741,1.0232271430433928,0.1428299529984037
A1,18.183106680555557,0.6167587633647063,0.18243503462058624
A1,18.251208203703705,0.23358941574113296,0.24172574421449147
A1,18.319309726851852,-0.14246886554067284,0.3245798624712958
A1,18.38741125,-0.5280306634749553,0.4319807762773908
A1,18.45551277314815,-0.9198216557520221,0.5611687377985477
A1,18.523614296296298,-1.3161111296794872,0.7054127170284121
A1,18.591715819444445,-1.8233295043787863,0.8543932669763539
A1,18.659817342592593,-2.5099838856720673,0.9953164908147397
A1,18.727918865740744,-3.397736661652335,1.114729068257461
A1,18.79602038888889,-4.450693248545703,1.2005878997544388
A1,18.86412191203704,-5.613688223728781,1.2442137675939875
A1,18.932223435185186,-6.810847407889024,1.2417371735908573
A1,19.000324958333334,-7.97515547936178,1.1947525897146425
A1,19.068426481481485,-9.038022637595429,1.1100527968905716
A1,19.13652800462963,-9.949440851674245,0.998492495547207
A1,19.20462952777778,-10.661197161327701,0.8731968208118247
A1,19.272731050925927,-11.14328410603923,0.7474599212315184
A1,19.340832574074074,-11.364630455307564,0.6326976219149291
A1,19.408934097222225,-11.311708462839464,0.536850628498126
A1,19.47703562037037,-10.967315702628563,0.4634898885711502
A1,19.54513714351852,-10.331532901852203,0.4117948382771822
A1,19.613238666666668,-9.402832475644416,0.37737990191295256
A1,19.681340189814815,-8.225663306241486,0.3538114212717099
A1,19.749441712962966,-6.835824459670275,0.3344948754404598
A1,19.81754323611111,-5.333700143902325,0.3145238985925484
A1,19.885644759259257,-3.8251072837783333,0.29191915257882567
A1,19.95374628240741,-2.3152821458457895,0.26672332201176213
A1,20.021847805555556,-0.8691152616896407,0.23955332095788157
A1,20.089949328703707,0.4442127001396175,0.21137027083503793
A1,20.158050851851854,1.5596203084534677,0.18331419557716344
A1,20.226152374999998,2.4373384921493937,0.15651217336782244
A1,20.29425389814815,3.079057074749784,0.13189927141147173
A1,20.362355421296296,3.538334503740629,0.11007737985469156
A1,20.430456944444447,3.9201406114392925,0.09123012325566453
A1,20.498558467592595,4.262229639606638,0.0751899702346404
A1,20.56665999074074,4.5391676531724165,0.06168107820400472
A1,20.63476151388889,4.766217732598852,0.0504081718205217
A1,20.702863037037037,4.9492481492983424,0.04107687093440808
A1,20.770964560185188,5.098958968457589,0.0334051499633434
A1,20.839066083333336,5.219486478997257,0.027130924548625875
A1,20.90716760648148,5.3180576324062185,0.022017871437169722
A1,20.97526912962963,5.397313155047354,0.017859525163817478
A1,21.043370652777778,5.462202396950255,0.014480923519861424
A1,21.111472175925925,5.51429719989962,0.01173744759655798
A1,21.179573699074076,5.557039473761541,0.009511331787720753
A1,21.247675222222224,5.591291396087213,0.007706955367151602
A1,21.31577674537037,5.6194847290725765,0.006246157172838563
A1,21.38387826851852,5.642024160370503,0.005064459547764831
A1,21.451979791666666,5.660656013038266,0.00410848851600204
A1,21.520081314814817,5.675500075940912,0.003334347599477355
A1,21.588182837962965,5.687836044386479,0.0027064600710859222
A1,21.656284361111116,5.697616637941805,0.002196459906225542
A1,21.72438588425926,5.7058018271212045,0.0017819498636202588
A1,21.792487407407407,5.712251569918528,0.0014451856445948643
A1,21.860588930555558,5.7177010660684005,0.0011718739743717612
A1,21.928690453703705,5.7219626813311235,0.0009502584442810227
A1,21.996791976851856,5.725610055949778,0.0007705522139439362
A1,22.0648935,5.728435761577358,0.0006246459494811236
A1,22.132995023148148,5.730895698750509,0.000505948387598135
A1,22.2010965462963,5.732780594102522,0.000409229297923793
A1,22.269198069444446,5.7344592372691645,0.0003304017252711384
A1,22.33729959259259,5.735730938509726,0.0002662547515087644
A1,22.40540111574074,5.736897994789224,0.00021419326843867377
A1,22.47350263888889,5.73777343014037,0.00017204308907957245
A1,22.54160416203704,5.738607333909565,0.00013794668807748316
A1,22.609705685185187,5.739229023411703,0.00011033245995918256
A1,22.677807208333334,5.739847023047928,8.791505263463214e-05
A1,22.74590873148148,5.740308216467251,6.968637340465036e-05
A1,22.81401025462963,5.740787518939412,5.4877891629775875e-05
A1,22.88211177777778,5.741149502171716,4.289914703007358e-05
A1,22.950213300925927,5.741541163939,3.327266399650869e-05
A1,23.018314824074075,5.741844044362594,2.5586467832301763e-05
A1,23.086416347222226,5.742181422835935,1.9474127717588692e-05
A1,23.15451787037037,5.7424508819835465,1.461712652819866e-05
A1,23.22261939351852,5.742755367629942,1.075507771720078e-05
A1,23.290720916666668,5.743007514432908,7.69002511485368e-06
A1,23.358822439814816,5.743292714233035,5.2787229793786445e-06
A1,23.426923962962967,5.743537604848725,3.415478278122377e-06
A1,23.49502548611111,5.743812125595311,2.0134017004413583e-06
A1,23.563127009259258,5.744055763086766,9.919423635028862e-07
A1,23.63122853240741,5.7443247174482135,2.7412665741421804e-07
A1,23.699330055555556,5.744570363081507,-2.0888699618585967e-07
A1,23.767431578703707,5.744837033983674,-5.117335923432957e-07
A1,23.83553310185185,5.745086587804972,-6.723963515737597e-07
A1,23.903634625,5.745351783620248,-7.151282080735523e-07
A1,23.97173614814815,5.7456049368170925,-6.568787647426385e-07
A1,24.039837671296297,5.745868951909055,-5.135513249253752e-07
A1,24.107939194444448,5.746125329468367,-3.030214543833732e-07
A1,24.176040717592596,5.746387901898598,-4.415881145880614e-08
A1,24.24414224074074,5.746646629691965,2.465060253841181e-07
A1,24.31224376388889,5.746907094670599,5.57767901502122e-07
A1,24.380345287037038,5.747167062947708,8.843136144070655e-07
A1,24.44844681018519,5.747424561456185,1.2245056915095177e-06
A1,24.516548333333336,5.747684672798408,1.5768253144398039e-06
A1,24.58464985648148,5.747938293177775,1.9372614471878775e-06
A1,24.65275137962963,5.748197033203348,2.2991821792108784e-06
A1,24.72085290277778,5.748445537644005,2.6554111790700624e-06
A1,24.788954425925926,5.748701601969931,3.0008405198914745e-06
A1,24.857055949074077,5.748943945901913,3.333892953135441e-06
A1,24.92515747222222,5.749196068895183,3.6560826113350436e-06
A1,24.993258995370372,5.74943124314021,3.969951019771065e-06
A1,25.06136051851852,5.749678227204687,4.276481595652456e-06
A1,25.129462041666667,5.749905241107591,4.573562884144576e-06
A1,25.197563564814818,5.750145981125479,4.856616766693784e-06
A1,25.26566508796296,5.750363954094388,5.121022241207938e-06
A1,25.333766611111113,5.750597400618591,5.3646004711487135e-06
A1,25.40186813425926,5.750805511868206,5.588490193987839e-06
A1,25.469969657407407,5.751030766259695,5.7960478456239515e-06
A1,25.53807118055556,5.751228325096684,5.990627963783538e-06
A1,25.606172703703706,5.751444633980293,6.173493333211031e-06
A1,25.674274226851853,5.751631091829017,6.342932016991902e-06
A1,25.74237575,5.7518378064011815,6.4951431304223775e-06
A1,25.810477273148148,5.752012661722323,6.626491751681993e-06
A1,25.8785787962963,5.752209183342571,6.735742612113233e-06
A1,25.946680319444447,5.7523720130089595,6.824808502980541e-06
A1,26.01478184259259,5.752557896281793,6.897608583579558e-06
A1,26.08288336574074,5.75270845159742,6.957857738969212e-06
A1,26.15098488888889,5.752883427364317,7.007067660720623e-06
A1,26.21908641203704,5.753021588622673,7.043783032727078e-06
A1,26.287187935185187,5.753185449402169,7.064509231116347e-06
A1,26.35528945833333,5.753311122944994,7.065949247311123e-06
A1,26.423390981481482,5.753463744857714,7.047244127115567e-06
A1,26.49149250462963,5.75357696290628,7.010713753969146e-06
A1,26.55959402777778,5.753718345511671,6.960609105141147e-06
A1,26.627695550925928,5.753819245641168,6.90079525389027e-06
A1,26.695797074074076,5.753949519874426,6.832822297823146e-06
A1,26.763898597222223,5.7540383730712685,6.755344842128259e-06
A1,26.83200012037037,5.754157743417921,6.6651016731271434e-06
A1,26.90010164351852,5.754234840281633,6.559035829354777e-06
A1,26.96820316666667,5.754343583426021,6.436461619887923e-06
A1,27.036304689814816,5.754409320439284,6.299851038495612e-06
A1,27.104406212962967,5.754507813973085,6.153585159805196e-06
A1,27.17250773611111,5.754562675532145,6.001552990479754e-06
A1,27.24060925925926,5.754651376600158,5.8452627633434866e-06
A1,27.30871078240741,5.754695887827229,5.683458387504661e-06
A1,27.376812305555557,5.754775295424331,5.513142091558639e-06
A1,27.444913828703708,5.754810045565115,5.3314426354778275e-06
A1,27.513015351851852,5.754880694709983,5.13759247405401e-06
A1,27.581116875,5.7549063086727985,4.9339027416415936e-06
A1,27.64921839814815,5.754968843595344,4.7248009897820725e-06
A1,27.717319921296298,5.754986036305581,4.514365430018214e-06
A1,27.78542144444445,5.755041099092699,4.30415008810982e-06
A1,27.853522967592593,5.755050596107239,4.092781440547307e-06
A1,27.92162449074074,5.755098900628668,3.877240567418728e-06
A1,27.98972601388889,5.755101441712372,3.654797478834025e-06
A1,28.05782753703704,5.755143678732336,3.4247338726378934e-06
A1,28.12592906018519,5.755140039621077,3.1891832976599723e-06
A1,28.194030583333333,5.755176955260268,2.9523918272946556e-06
A1,28.26213210648148,5.7551679406749034,2.7184628528287292e-06
A1,28.33023362962963,5.755200328350797,2.4890533235902636e-06
A1,28.39833515277778,5.755186731698694,2.262760706221031e-06
A1,28.466436675925927,5.755215318535427,2.0364631992357004e-06
A1,28.534538199074078,5.755197935930135,1.8074123590137182e-06
A1,28.60263972222222,5.755223451449872,1.574887078832461e-06
A1,28.670741245370372,5.755203054577615,1.3408737952519496e-06
A1,28.73884276851852,5.755226283471205,1.109415908801658e-06
A1,28.806944291666667,5.755203676568368,8.845876877237918e-07
A1,28.87504581481482,5.75522536762414,6.681668125304823e-07
A1,28.943147337962962,5.755201330549172,4.587634257574368e-07
A1,29.011248861111113,5.7552221898001905,2.530760542021977e-07
A1,29.07935038425926,5.755197424734506,4.8173215972833185e-08
A1,29.147451907407408,5.75521810376084,-1.5673398406524314e-07
A1,29.21555343055556,5.6446231279014345,-3.597237531847058e-07
A1,29.283654953703703,5.327769682193526,-5.568893156475866e-07
A1,29.351756476851854,4.850076240931026,-7.442402473850077e-07
B0,0.0,3.915055453891895,6.045978974656833e-08
B0,0.06732334791666666,4.152200470199367,5.3763442364301835e-08
B0,0.13464669583333333,4.351902088138402,4.7329913514625054e-08
B0,0.20197004375,4.484400382762085,4.127940336015703e-08
B0,0.26929339166666666,4.530724495997983,3.559930931131403e-08
B0,0.3366167395833333,4.530679269901756,3.012606218140142e-08
B0,0.4039400875,4.530724075814305,2.4624403833990667e-08
B0,0.4712634354166667,4.5306788037073025,1.896007267639047e-08
B0,0.5385867833333333,4.5307235464085815,1.32042326043334e-08
B0,0.60591013125,4.530678253721774,7.558620024941128e-09
B0,0.6732334791666666,4.530722960464712,2.2099415417759284e-09
B0,0.7405568270833334,4.530677674511209,-2.737371510015958e-09
B0,0.807880175,4.530722352550285,-7.273179491698511e-09
B0,0.8752035229166667,4.53067708708355,-1.1511850479757555e-08
B0,0.9425268708333334,4.530721736134385,-1.567368574664448e-08
B0,1.00985021875,4.53067650895082,-1.9940630031484967e-08
B0,1.0771735666666666,4.530721152827612,-2.4306671621822264e-08
B0,1.1444969145833332,4.530675995023959,-2.8597759274832623e-08
B0,1.2118202625,4.530720656064127,-3.261779838133395e-08
B0,1.2791436104166667,4.530675587880516,-3.624251084365596e-08
B0,1.3464669583333333,4.530720246459825,-3.9433747288489995e-08
B0,1.4137903062500001,4.530675266848589,-4.227155811175866e-08
B0,1.4811136541666667,4.530719947624088,-4.4973248141028784e-08
B0,1.5484370020833333,4.5306750843427075,-4.777555403854029e-08
B0,1.61576035,4.530719778899701,-5.074053881454504e-08
B0,1.6830836979166668,4.530675036230226,-5.370872804138063e-08
B0,1.7504070458333334,4.530719748375271,-5.645030609666494e-08
B0,1.81773039375,4.53067513431896,-5.881889284724753e-08
B0,1.8850537416666668,4.530719869037996,-6.077933339872687e-08
B0,1.9523770895833334,4.530675403743285,-6.239624379417988e-08
B0,2.0197004375,4.530720176553283,-6.384786556546956e-08
B0,2.0870237854166667,4.53067587920773,-6.536796575179312e-08
B0,2.1543471333333333,4.530720681224266,-6.707852751426858e-08
B0,2.2216704812500003,4.530676547813275,-6.88802735165933e-08
B0,2.2889938291666665,4.53072138419873,-7.053673984066475e-08
B0,2.3563171770833335,4.53067744496363,-7.184568986047225e-08
B0,2.423640525,4.530722319653888,-7.272738728493617e-08
B0,2.4909638729166668,4.530678581106131,-7.322982929879377e-08
B0,2.5582872208333334,4.53072349011113,-7.352314143495424e-08
B0,2.62561056875,4.530679955071869,-7.384438409783409e-08
B0,2.6929339166666666,4.530724875894511,-7.434544151082764e-08
B0,2.760257264583333,4.5306815319627916,-7.496021869640951e-08
B0,2.8275806125000003,4.53072646667461,-7.544409778181357e-08
B0,2.894903960416667,4.530683343542739,-7.554362960018147e-08
B0,2.9622273083333335,4.530728295409215,-7.512473826250979e-08
B0,3.02955065625,4.530685396166211,-7.41956458088601e-08
B0,3.0968740041666667,4.530730356378193,-7.28815600492165e-08
B0,3.1641973520833333,4.530687678377091,-7.136636845771603e-08
B0,3.2315207,4.530732639359813,-6.977478282179681e-08
B0,3.298844047916667,4.530690201765844,-6.805546076140984e-08
B0,3.3661673958333336,4.530735151679238,-6.597406594225448e-08
B0,3.43349074375,4.530692978424315,-6.321464981769298e-08
B0,3.500814091666667,4.530737975031033,-5.949132597990575e-08
B0,3.5681374395833334,4.53069605426604,-5.462351377751016e-08
B0,3.6354607875,4.530741004775397,-4.857971278746791e-08
B0,3.7027841354166666,4.530699311681888,-4.144181953575897e-08
B0,3.7701074833333337,4.530744200820892,-3.32467751605758e-08
B0,3.8374308312500003,4.530702721566208,-2.380840933935312e-08
B0,3.904754179166667,4.530747499400079,-1.2683835760639666e-08
B0,3.9720775270833335,4.53070619553269,7.154581762113671e-10
B0,4.039400875,4.53075081484658,1.7017053249992705e-08
B0,4.106724222916666,4.53070964487738,3.685131654194682e-08
