pilot,z_A,lvhar_potential_eV,mean_electron_density_e_per_A3
A0,17.63829449537037,2.8077977827966873,0.0717210741563819
A0,17.706396018518518,2.7412907886306206,0.07197256681546227
A0,17.77449754166667,2.618493735643058,0.07482004799087151
A0,17.842599064814817,2.437075576252755,0.08043689945662652
A0,17.910700587962964,2.1983920662179526,0.08901866943963904
A0,17.97880211111111,1.8463110694733356,0.1008096432469641
A0,18.04690363425926,1.433259044300008,0.11739235424875451
A0,18.11500515740741,1.0214462642198954,0.1427550813541414
A0,18.183106680555557,0.6155540443470454,0.18235778984270504
A0,18.251208203703705,0.2330256278878871,0.24164695701981626
A0,18.319309726851852,-0.14232579299556355,0.32450229171635253
A0,18.38741125,-0.5271159932040509,0.4319095845072815
A0,18.45551277314815,-0.9180761523911674,0.5611111694259319
A0,18.523614296296298,-1.3134870603345639,0.7053769850796926
A0,18.591715819444445,-1.8197974203307254,0.8543869944502308
A0,18.659817342592593,-2.505538915203597,0.9953452438398601
A0,18.727918865740744,-3.392403121153958,1.1147955109614538
A0,18.79602038888889,-4.444526882681328,1.200691851061527
A0,18.86412191203704,-5.606776115118317,1.244353059416562
A0,18.932223435185186,-6.803306244668707,1.2419088643299878
A0,19.000324958333334,-7.967129157018617,1.194953949726554
A0,19.068426481481485,-9.02967999107034,1.110281632280701
A0,19.13652800462963,-9.940973784946184,0.998746748359184
A0,19.20462952777778,-10.652818863550825,0.8734737873917405
A0,19.272731050925927,-11.135226738320004,0.747755644251465
A0,19.340832574074074,-11.357141831084808,0.6330069174131697
A0,19.408934097222225,-11.305047752801725,0.5371678637014462
A0,19.47703562037037,-10.961748796513476,0.4638102263764119
A0,19.54513714351852,-10.327328434421489,0.41211543269268225
A0,19.613238666666668,-9.400259486151636,0.37770057377184635
A0,19.681340189814815,-8.224991084110602,0.35413460566295435
A0,19.749441712962966,-6.837324539151124,0.3348249393302874
A0,19.81754323611111,-5.337649896077594,0.3148661105759157
A0,19.885644759259257,-3.8317942614956864,0.2922786151194153
A0,19.95374628240741,-2.325008318276383,0.26710428956224774
A0,20.021847805555556,-0.8822005640711722,0.23995887529862606
A0,20.089949328703707,0.42742780702684363,0.21180193732593913
A0,20.158050851851854,1.5387735939088514,0.18377144151062227
